Invoice ID,Branch,City,Customer type,Gender,Product line, Unit price ,Quantity, cogs ,Tax 5%, Total ,Date,Time,Payment,gross margin percentage,gross income,Rating,,,,,,,,
384-59-6655,Central Area,Abuja,Member,Female,Food and beverages, ?98.66 ,9, ?887.94 ,44.397, ?932.34 ,2/19/2019,15:07,Cash,4.761904762,44.397,8.4,,,,,,,,
743-88-1662,Lekki,Lagos,Normal,Male,Sports and travel, ?95.49 ,7, ?668.43 ,33.4215, ?701.85 ,2/22/2019,18:17,Ewallet,4.761904762,33.4215,8.7,,,,,,,,
582-52-8065,Bodija,Ibadan,Normal,Female,Fashion accessories, ?54.31 ,9, ?488.79 ,24.4395, ?513.23 ,2/22/2019,10:49,Cash,4.761904762,24.4395,8.9,,,,,,,,
831-81-6575,Bodija,Ibadan,Member,Female,Electronic accessories, ?75.59 ,9, ?680.31 ,34.0155, ?714.33 ,2/23/2019,11:12,Cash,4.761904762,34.0155,8,,,,,,,,
315-22-5665,Lekki,Lagos,Normal,Female,Home and lifestyle, ?73.56 ,10, ?735.60 ,36.78, ?772.38 ,2/24/2019,11:38,Ewallet,4.761904762,36.78,8,,,,,,,,
866-70-2814,Bodija,Ibadan,Normal,Female,Electronic accessories, ?52.79 ,10, ?527.90 ,26.395, ?554.30 ,2/25/2019,11:58,Ewallet,4.761904762,26.395,10,,,,,,,,
466-61-5506,Bodija,Ibadan,Member,Female,Electronic accessories, ?90.70 ,6, ?544.20 ,27.21, ?571.41 ,2/26/2019,10:52,Cash,4.761904762,27.21,5.3,,,,,,,,
477-24-6490,Bodija,Ibadan,Normal,Female,Health and beauty, ?99.71 ,6, ?598.26 ,29.913, ?628.17 ,2/26/2019,16:52,Ewallet,4.761904762,29.913,7.9,,,,,,,,
370-41-7321,Bodija,Ibadan,Member,Male,Health and beauty, ?56.69 ,9, ?510.21 ,25.5105, ?535.72 ,2/27/2019,17:24,Credit card,4.761904762,25.5105,8.4,,,,,,,,
135-84-8019,Central Area,Abuja,Normal,Female,Fashion accessories, ?77.93 ,9, ?701.37 ,35.0685, ?736.44 ,2/27/2019,16:10,Ewallet,4.761904762,35.0685,7.6,,,,,,,,
605-72-4132,Lekki,Lagos,Normal,Female,Food and beverages, ?94.47 ,8, ?755.76 ,37.788, ?793.55 ,2/27/2019,15:12,Cash,4.761904762,37.788,9.1,,,,,,,,
759-98-4285,Lekki,Lagos,Member,Female,Health and beauty, ?85.87 ,7, ?601.09 ,30.0545, ?631.14 ,2/27/2019,19:01,Credit card,4.761904762,30.0545,8,,,,,,,,
263-12-5321,Central Area,Abuja,Member,Male,Electronic accessories, ?92.60 ,7, ?648.20 ,32.41, ?680.61 ,2/27/2019,12:52,Credit card,4.761904762,32.41,9.3,,,,,,,,
243-55-8457,Central Area,Abuja,Normal,Female,Food and beverages, ?74.44 ,10, ?744.40 ,37.22, ?781.62 ,2/27/2019,11:40,Ewallet,4.761904762,37.22,5.1,,,,,,,,
399-46-5918,Lekki,Lagos,Normal,Female,Electronic accessories, ?85.98 ,8, ?687.84 ,34.392, ?722.23 ,2/28/2019,19:01,Cash,4.761904762,34.392,8.2,,,,,,,,
786-94-2700,Central Area,Abuja,Member,Male,Food and beverages, ?80.62 ,6, ?483.72 ,24.186, ?507.91 ,2/28/2019,20:18,Cash,4.761904762,24.186,9.1,,,,,,,,
189-98-2939,Lekki,Lagos,Normal,Male,Fashion accessories, ?78.55 ,9, ?706.95 ,35.3475, ?742.30 ,3/1/2019,13:22,Cash,4.761904762,35.3475,7.2,,,,,,,,
339-96-8318,Bodija,Ibadan,Member,Male,Fashion accessories, ?81.31 ,7, ?569.17 ,28.4585, ?597.63 ,3/1/2019,19:49,Ewallet,4.761904762,28.4585,6.3,,,,,,,,
817-69-8206,Bodija,Ibadan,Normal,Female,Electronic accessories, ?99.73 ,9, ?897.57 ,44.8785, ?942.45 ,3/2/2019,19:42,Credit card,4.761904762,44.8785,6.5,,,,,,,,
878-30-2331,Lekki,Lagos,Member,Female,Sports and travel, ?54.55 ,10, ?545.50 ,27.275, ?572.78 ,3/2/2019,11:22,Credit card,4.761904762,27.275,7.1,,,,,,,,
408-26-9866,Lekki,Lagos,Normal,Female,Sports and travel, ?73.98 ,7, ?517.86 ,25.893, ?543.75 ,3/2/2019,16:42,Ewallet,4.761904762,25.893,4.1,,,,,,,,
640-48-5028,Bodija,Ibadan,Member,Female,Home and lifestyle, ?88.39 ,9, ?795.51 ,39.7755, ?835.29 ,3/2/2019,12:40,Cash,4.761904762,39.7755,6.3,,,,,,,,
725-54-0677,Lekki,Lagos,Member,Male,Health and beauty, ?85.60 ,7, ?599.20 ,29.96, ?629.16 ,3/2/2019,13:50,Cash,4.761904762,29.96,5.3,,,,,,,,
303-96-2227,Bodija,Ibadan,Normal,Female,Home and lifestyle, ?97.38 ,10, ?973.80 ,48.69," ?1,022.49 ",3/2/2019,17:16,Ewallet,4.761904762,48.69,4.4,,,,,,,,
861-77-0145,Lekki,Lagos,Member,Male,Electronic accessories, ?81.97 ,10, ?819.70 ,40.985, ?860.69 ,3/3/2019,14:30,Cash,4.761904762,40.985,9.2,,,,,,,,
305-14-0245,Bodija,Ibadan,Member,Female,Home and lifestyle, ?94.49 ,8, ?755.92 ,37.796, ?793.72 ,3/3/2019,19:00,Ewallet,4.761904762,37.796,7.5,,,,,,,,
234-03-4040,Bodija,Ibadan,Member,Female,Food and beverages, ?73.05 ,10, ?730.50 ,36.525, ?767.03 ,3/3/2019,12:25,Credit card,4.761904762,36.525,8.7,,,,,,,,
228-96-1411,Lekki,Lagos,Member,Female,Food and beverages, ?98.70 ,8, ?789.60 ,39.48, ?829.08 ,3/4/2019,20:39,Cash,4.761904762,39.48,7.6,,,,,,,,
667-92-0055,Central Area,Abuja,Member,Male,Health and beauty, ?99.83 ,6, ?598.98 ,29.949, ?628.93 ,3/4/2019,15:02,Ewallet,4.761904762,29.949,8.5,,,,,,,,
689-05-1884,Central Area,Abuja,Member,Male,Health and beauty, ?48.63 ,10, ?486.30 ,24.315, ?510.62 ,3/4/2019,12:44,Cash,4.761904762,24.315,8.8,,,,,,,,
829-49-1914,Lekki,Lagos,Member,Female,Food and beverages, ?78.31 ,10, ?783.10 ,39.155, ?822.26 ,3/5/2019,16:24,Ewallet,4.761904762,39.155,6.6,,,,,,,,
730-50-9884,Lekki,Lagos,Normal,Female,Sports and travel, ?83.06 ,7, ?581.42 ,29.071, ?610.49 ,3/5/2019,14:31,Ewallet,4.761904762,29.071,4,,,,,,,,
733-01-9107,Bodija,Ibadan,Normal,Male,Home and lifestyle, ?82.70 ,6, ?496.20 ,24.81, ?521.01 ,3/5/2019,18:14,Cash,4.761904762,24.81,7.4,,,,,,,,
174-64-0215,Bodija,Ibadan,Normal,Male,Sports and travel, ?69.74 ,10, ?697.40 ,34.87, ?732.27 ,3/5/2019,17:49,Credit card,4.761904762,34.87,8.9,,,,,,,,
593-14-4239,Bodija,Ibadan,Normal,Female,Home and lifestyle, ?95.46 ,8, ?763.68 ,38.184, ?801.86 ,3/5/2019,19:40,Ewallet,4.761904762,38.184,4.7,,,,,,,,
802-70-5316,Central Area,Abuja,Member,Female,Sports and travel, ?92.13 ,6, ?552.78 ,27.639, ?580.42 ,3/6/2019,20:34,Cash,4.761904762,27.639,8.3,,,,,,,,
262-47-2794,Bodija,Ibadan,Member,Male,Home and lifestyle, ?71.86 ,8, ?574.88 ,28.744, ?603.62 ,3/6/2019,15:07,Credit card,4.761904762,28.744,6.2,,,,,,,,
483-71-1164,Lekki,Lagos,Normal,Female,Health and beauty, ?81.30 ,6, ?487.80 ,24.39, ?512.19 ,3/8/2019,16:43,Ewallet,4.761904762,24.39,5.3,,,,,,,,
325-77-6186,Central Area,Abuja,Member,Female,Home and lifestyle, ?90.65 ,10, ?906.50 ,45.325, ?951.83 ,3/8/2019,10:53,Ewallet,4.761904762,45.325,7.3,,,,,,,,
219-22-9386,Bodija,Ibadan,Member,Male,Sports and travel, ?99.96 ,9, ?899.64 ,44.982, ?944.62 ,3/9/2019,17:26,Credit card,4.761904762,44.982,4.2,,,,,,,,
157-13-5295,Central Area,Abuja,Member,Male,Health and beauty, ?51.94 ,10, ?519.40 ,25.97, ?545.37 ,3/9/2019,18:24,Ewallet,4.761904762,25.97,6.5,,,,,,,,
815-11-1168,Central Area,Abuja,Member,Male,Food and beverages, ?99.78 ,5, ?498.90 ,24.945, ?523.85 ,3/9/2019,19:09,Cash,4.761904762,24.945,5.4,,,,,,,,
308-47-4913,Central Area,Abuja,Member,Female,Sports and travel, ?52.26 ,10, ?522.60 ,26.13, ?548.73 ,3/9/2019,12:45,Credit card,4.761904762,26.13,6.2,,,,,,,,
616-87-0016,Bodija,Ibadan,Normal,Male,Fashion accessories, ?95.54 ,7, ?668.78 ,33.439, ?702.22 ,3/9/2019,14:36,Credit card,4.761904762,33.439,9.6,,,,,,,,
277-35-5865,Lekki,Lagos,Member,Female,Food and beverages, ?98.97 ,9, ?890.73 ,44.5365, ?935.27 ,3/9/2019,11:23,Cash,4.761904762,44.5365,6.7,,,,,,,,
652-43-6591,Central Area,Abuja,Normal,Female,Fashion accessories, ?97.29 ,8, ?778.32 ,38.916, ?817.24 ,3/9/2019,13:18,Credit card,4.761904762,38.916,6.2,,,,,,,,
668-90-8900,Central Area,Abuja,Normal,Female,Home and lifestyle, ?93.69 ,7, ?655.83 ,32.7915, ?688.62 ,3/10/2019,18:44,Credit card,4.761904762,32.7915,4.5,,,,,,,,
607-65-2441,Lekki,Lagos,Member,Male,Health and beauty, ?81.95 ,10, ?819.50 ,40.975, ?860.48 ,3/10/2019,12:39,Credit card,4.761904762,40.975,6,,,,,,,,
656-95-9349,Central Area,Abuja,Member,Female,Health and beauty, ?68.93 ,7, ?482.51 ,24.1255, ?506.64 ,3/11/2019,11:03,Credit card,4.761904762,24.1255,4.6,,,,,,,,
721-86-6247,Central Area,Abuja,Normal,Female,Home and lifestyle, ?63.42 ,8, ?507.36 ,25.368, ?532.73 ,3/11/2019,12:55,Ewallet,4.761904762,25.368,7.4,,,,,,,,
152-08-9985,Bodija,Ibadan,Member,Male,Health and beauty, ?64.36 ,9, ?579.24 ,28.962, ?608.20 ,3/12/2019,12:09,Credit card,4.761904762,28.962,8.6,,,,,,,,
253-12-6086,Central Area,Abuja,Member,Female,Sports and travel, ?98.40 ,7, ?688.80 ,34.44, ?723.24 ,3/12/2019,12:43,Credit card,4.761904762,34.44,8.7,,,,,,,,
336-78-2147,Lekki,Lagos,Member,Male,Home and lifestyle, ?63.91 ,8, ?511.28 ,25.564, ?536.84 ,3/13/2019,19:52,Credit card,4.761904762,25.564,4.6,,,,,,,,
189-52-0236,Central Area,Abuja,Normal,Male,Electronic accessories, ?99.55 ,7, ?696.85 ,34.8425, ?731.69 ,3/14/2019,12:07,Cash,4.761904762,34.8425,7.6,,,,,,,,
379-17-6588,Lekki,Lagos,Normal,Male,Fashion accessories, ?59.61 ,10, ?596.10 ,29.805, ?625.91 ,3/14/2019,11:07,Cash,4.761904762,29.805,5.3,,,,,,,,
373-09-4567,Lekki,Lagos,Normal,Male,Food and beverages, ?77.56 ,10, ?775.60 ,38.78, ?814.38 ,3/14/2019,20:35,Ewallet,4.761904762,38.78,6.9,,,,,,,,
628-90-8624,Bodija,Ibadan,Member,Male,Health and beauty, ?82.58 ,10, ?825.80 ,41.29, ?867.09 ,3/14/2019,14:41,Cash,4.761904762,41.29,5,,,,,,,,
139-32-4183,Central Area,Abuja,Member,Female,Sports and travel, ?97.48 ,9, ?877.32 ,43.866, ?921.19 ,3/14/2019,14:19,Ewallet,4.761904762,43.866,7.4,,,,,,,,
361-59-0574,Bodija,Ibadan,Member,Male,Sports and travel, ?90.53 ,8, ?724.24 ,36.212, ?760.45 ,3/15/2019,14:48,Credit card,4.761904762,36.212,6.5,,,,,,,,
154-87-7367,Lekki,Lagos,Normal,Male,Home and lifestyle, ?65.26 ,8, ?522.08 ,26.104, ?548.18 ,3/15/2019,14:04,Ewallet,4.761904762,26.104,6.3,,,,,,,,
575-30-8091,Central Area,Abuja,Normal,Male,Sports and travel, ?72.50 ,8, ?580.00 ,29, ?609.00 ,3/16/2019,19:25,Ewallet,4.761904762,29,9.2,,,,,,,,
286-43-6208,Lekki,Lagos,Normal,Female,Food and beverages, ?87.80 ,9, ?790.20 ,39.51, ?829.71 ,3/16/2019,19:08,Cash,4.761904762,39.51,9.2,,,,,,,,
880-46-5796,Central Area,Abuja,Member,Male,Sports and travel, ?76.92 ,10, ?769.20 ,38.46, ?807.66 ,3/17/2019,19:53,Ewallet,4.761904762,38.46,5.6,,,,,,,,
574-22-5561,Lekki,Lagos,Member,Female,Fashion accessories, ?82.63 ,10, ?826.30 ,41.315, ?867.62 ,3/19/2019,17:08,Ewallet,4.761904762,41.315,7.9,,,,,,,,
850-41-9669,Central Area,Abuja,Normal,Female,Electronic accessories, ?75.06 ,9, ?675.54 ,33.777, ?709.32 ,3/19/2019,13:25,Ewallet,4.761904762,33.777,6.2,,,,,,,,
898-04-2717,Central Area,Abuja,Normal,Male,Fashion accessories, ?76.40 ,9, ?687.60 ,34.38, ?721.98 ,3/19/2019,15:49,Ewallet,4.761904762,34.38,7.5,,,,,,,,
751-69-0068,Lekki,Lagos,Normal,Male,Sports and travel, ?99.24 ,9, ?893.16 ,44.658, ?937.82 ,3/19/2019,19:09,Ewallet,4.761904762,44.658,9,,,,,,,,
155-45-3814,Lekki,Lagos,Member,Female,Electronic accessories, ?88.55 ,8, ?708.40 ,35.42, ?743.82 ,3/19/2019,15:29,Ewallet,4.761904762,35.42,4.7,,,,,,,,
537-72-0426,Lekki,Lagos,Member,Male,Fashion accessories, ?70.99 ,10, ?709.90 ,35.495, ?745.40 ,3/20/2019,16:28,Cash,4.761904762,35.495,5.7,,,,,,,,
632-32-4574,Bodija,Ibadan,Normal,Male,Sports and travel, ?75.92 ,8, ?607.36 ,30.368, ?637.73 ,3/20/2019,14:14,Cash,4.761904762,30.368,5.5,,,,,,,,
451-28-5717,Lekki,Lagos,Member,Female,Home and lifestyle, ?83.17 ,6, ?499.02 ,24.951, ?523.97 ,3/20/2019,11:23,Cash,4.761904762,24.951,7.3,,,,,,,,
805-86-0265,Central Area,Abuja,Normal,Male,Home and lifestyle, ?93.96 ,9, ?845.64 ,42.282, ?887.92 ,3/20/2019,11:32,Cash,4.761904762,42.282,9.8,,,,,,,,
448-61-3783,Central Area,Abuja,Normal,Female,Electronic accessories, ?90.02 ,8, ?720.16 ,36.008, ?756.17 ,3/21/2019,16:08,Credit card,4.761904762,36.008,4.5,,,,,,,,
394-30-3170,Bodija,Ibadan,Member,Female,Sports and travel, ?88.43 ,8, ?707.44 ,35.372, ?742.81 ,3/22/2019,19:35,Credit card,4.761904762,35.372,4.3,,,,,,,,
386-27-7606,Lekki,Lagos,Member,Female,Home and lifestyle, ?81.20 ,7, ?568.40 ,28.42, ?596.82 ,3/23/2019,15:59,Credit card,4.761904762,28.42,8.1,,,,,,,,
884-80-6021,Central Area,Abuja,Member,Female,Electronic accessories, ?73.47 ,10, ?734.70 ,36.735, ?771.44 ,3/23/2019,13:14,Ewallet,4.761904762,36.735,9.5,,,,,,,,
538-22-0304,Lekki,Lagos,Normal,Male,Electronic accessories, ?64.95 ,10, ?649.50 ,32.475, ?681.98 ,3/24/2019,18:27,Cash,4.761904762,32.475,5.2,,,,,,,,
641-62-7288,Bodija,Ibadan,Normal,Male,Home and lifestyle, ?99.92 ,6, ?599.52 ,29.976, ?629.50 ,3/24/2019,13:33,Ewallet,4.761904762,29.976,7.1,,,,,,,,
699-14-3026,Lekki,Lagos,Normal,Male,Electronic accessories, ?85.39 ,7, ?597.73 ,29.8865, ?627.62 ,3/25/2019,18:30,Ewallet,4.761904762,29.8865,4.1,,,,,,,,
411-77-0180,Central Area,Abuja,Member,Male,Electronic accessories, ?72.20 ,7, ?505.40 ,25.27, ?530.67 ,3/26/2019,20:14,Ewallet,4.761904762,25.27,4.3,,,,,,,,
423-57-2993,Bodija,Ibadan,Normal,Male,Sports and travel, ?93.39 ,6, ?560.34 ,28.017, ?588.36 ,3/27/2019,19:18,Ewallet,4.761904762,28.017,10,,,,,,,,
702-83-5291,Lekki,Lagos,Member,Male,Fashion accessories, ?99.82 ,9, ?898.38 ,44.919, ?943.30 ,3/27/2019,10:43,Cash,4.761904762,44.919,6.6,,,,,,,,
857-16-3520,Central Area,Abuja,Member,Female,Fashion accessories, ?71.46 ,7, ?500.22 ,25.011, ?525.23 ,3/28/2019,16:06,Ewallet,4.761904762,25.011,4.5,,,,,,,,
829-34-3910,Central Area,Abuja,Normal,Female,Health and beauty, ?71.38 ,10, ?713.80 ,35.69, ?749.49 ,3/29/2019,19:21,Cash,4.761904762,35.69,5.7,,,,,,,,
766-85-7061,Bodija,Ibadan,Normal,Male,Health and beauty, ?87.87 ,10, ?878.70 ,43.935, ?922.64 ,3/29/2019,10:25,Ewallet,4.761904762,43.935,5.1,,,,,,,,
186-79-9562,Bodija,Ibadan,Normal,Male,Health and beauty, ?71.77 ,7, ?502.39 ,25.1195, ?527.51 ,3/29/2019,14:06,Cash,4.761904762,25.1195,8.9,,,,,,,,
267-62-7380,Lekki,Lagos,Member,Male,Electronic accessories, ?82.34 ,10, ?823.40 ,41.17, ?864.57 ,3/29/2019,19:12,Ewallet,4.761904762,41.17,4.3,,,,,,,,
743-04-1105,Bodija,Ibadan,Member,Male,Health and beauty, ?97.22 ,9, ?874.98 ,43.749, ?918.73 ,3/30/2019,14:43,Ewallet,4.761904762,43.749,6,,,,,,,,
731-59-7531,Bodija,Ibadan,Member,Male,Health and beauty, ?72.57 ,8, ?580.56 ,29.028, ?609.59 ,3/30/2019,17:58,Cash,4.761904762,29.028,4.6,,,,,,,,
131-15-8856,Lekki,Lagos,Member,Female,Food and beverages, ?72.52 ,8, ?580.16 ,29.008, ?609.17 ,3/30/2019,19:26,Credit card,4.761904762,29.008,4,,,,,,,,
,,,,,Total,,,,," ?159,554.63 ",,,,,7597.8395,1557.3,,,,,,,,
